Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.693813333,3.773563187,-2.083817266,-3.199172482,7.2280881584
3.703829333,3.068296593,-0.7260861897,-2.521441011,6.9440658454
3.713846333,2.406706069,-0.1819419622,-2.863592589,6.598066083499999
3.723863333,2.302730442,-0.4443217313,-3.026793056,6.2380882585
3.733879333,3.437228126,-1.259249346,-0.9231876433,5.8608103825
3.743896333,2.722984887,-1.535751895,1.747862567,5.4559714377
3.753913333,1.521077431,-1.036257591,4.46249266,5.1660160609000005
3.763929333,1.618976777,-2.163510722,5.409126468,4.9746156905
3.773946333,1.551977334,-4.968282661,4.676497829,4.9066052543
3.783963333,0.8949286348,-6.486175405,5.734345679,5.091100924599999
3.793979333,0.1061891638,-6.74676885,6.343211567,5.4803903533
3.803996333,-0.06909808226,-7.089546665,4.763272848,5.9308045631
3.814012333,-0.01031127244,-7.933886944,1.476337752,6.3633065398
3.824029333,-0.7021249578,-7.942880546,-0.7868014844,6.781661291000001
3.834046333,-2.531585054,-6.94955789,-1.034412137,7.1509647082
3.844062333,-3.76666698,-5.318609231,-0.9161777088,7.4509394276
3.854079333,-4.407419197,-3.379820455,0.01713848144,7.523641915499999
3.864096333,-4.316768351,-1.350104553,1.672213776,7.401208568099999
3.874112333,-3.525438929,0.1758134955,2.603588544,7.140094251000001
3.884129333,-3.291822783,1.042656784,3.663296978,6.773144069599999
3.894146333,-4.298319801,1.842446542,3.873040112,6.4542537056
3.904162333,-5.234241511,2.832993525,3.58914142,6.2951339655
3.914179,-5.192146236,3.389108757,3.671328714,6.208702472900001
3.924195,-4.601207618,3.324403469,2.137746866,6.014014915100001
3.934212,-4.489174089,3.18635597,0.4538165863,5.8195585169
3.944229,-3.687015039,3.981631093,1.137665852,5.7158714028
3.954245,-3.536466486,4.002785735,1.767655099,5.7230686002
3.964262,-3.367410325,4.201414481,2.589138028,5.8383017321
3.974279,-2.545406702,4.428768259,2.5912746,5.9724676562
3.984295,-2.136852389,4.631156765,2.461694162,6.035385965400001
3.994312,-2.099853547,4.971697435,2.565827225,6.0257580034
4.004328,-3.006108531,5.440554668,2.888827418,6.0161710926
4.014345,-4.381733841,5.763856577,3.139939603,6.0847764755
4.024362,-4.959031781,5.888715096,3.518862273,6.3246775751
4.034378,-5.340649141,5.723711348,3.625247977,6.635009487
4.044395,-5.696275628,5.369570639,3.281909999,6.9293843551
4.054412,-5.489840848,4.786251821,2.639448933,7.141452171999999
4.064428,-4.999482819,3.883206666,2.051945847,7.209466267400001
